# epoch;step;loss
3.000;53.000;0.003
3.000;54.000;0.004
3.000;55.000;0.002
3.000;56.000;0.002
3.000;57.000;0.003
3.000;58.000;0.011
3.000;59.000;0.003
3.000;60.000;0.003
3.000;61.000;0.002
3.000;62.000;0.002
3.000;63.000;0.003
3.000;64.000;0.006
3.000;65.000;0.002
3.000;66.000;0.002
3.000;67.000;0.003
3.000;68.000;0.005
3.000;69.000;0.003
3.000;70.000;0.007
3.000;71.000;0.002
3.000;72.000;0.004
3.000;73.000;0.003
3.000;74.000;0.003
3.000;75.000;0.003
3.000;76.000;0.002
3.000;77.000;0.002
3.000;78.000;0.003
3.000;79.000;0.002
3.000;80.000;0.002
3.000;81.000;0.002
3.000;82.000;0.002
3.000;83.000;0.002
3.000;84.000;0.002
3.000;85.000;0.002
3.000;86.000;0.004
3.000;87.000;0.002
3.000;88.000;0.003
3.000;89.000;0.002
3.000;90.000;0.002
3.000;91.000;0.010
3.000;92.000;0.004
3.000;93.000;0.002
3.000;94.000;0.003
3.000;95.000;0.003
3.000;96.000;0.002
3.000;97.000;0.004
3.000;98.000;0.001
3.000;99.000;0.002
3.000;100.000;0.002
3.000;101.000;0.002
3.000;102.000;0.002
3.000;103.000;0.003
3.000;104.000;0.003
3.000;105.000;0.005
3.000;106.000;0.003
3.000;107.000;0.001
3.000;108.000;0.003
3.000;109.000;0.005
3.000;110.000;0.002
3.000;111.000;0.002
3.000;112.000;0.002
3.000;113.000;0.002
3.000;114.000;0.001
3.000;115.000;0.010
3.000;116.000;0.004
3.000;117.000;0.003
3.000;118.000;0.002
3.000;119.000;0.006
3.000;120.000;0.004
3.000;121.000;0.002
3.000;122.000;0.003
3.000;123.000;0.002
3.000;124.000;0.003
3.000;125.000;0.002
3.000;126.000;0.003
3.000;127.000;0.003
3.000;128.000;0.001
3.000;129.000;0.001
3.000;130.000;0.003
3.000;131.000;0.002
3.000;132.000;0.003
3.000;133.000;0.004
3.000;134.000;0.001
3.000;135.000;0.003
3.000;136.000;0.004
3.000;137.000;0.003
3.000;138.000;0.011
3.000;139.000;0.001
3.000;140.000;0.011
3.000;141.000;0.002
3.000;142.000;0.002
3.000;143.000;0.014
3.000;144.000;0.002
3.000;145.000;0.004
3.000;146.000;0.002
4.000;0.000;0.008
4.000;1.000;0.004
4.000;2.000;0.003
4.000;3.000;0.021
4.000;4.000;0.001
4.000;5.000;0.002
4.000;6.000;0.004
4.000;7.000;0.002
4.000;8.000;0.006
4.000;9.000;0.004
4.000;10.000;0.003
4.000;11.000;0.003
4.000;12.000;0.002
4.000;13.000;0.019
4.000;14.000;0.006
4.000;15.000;0.005
4.000;16.000;0.005
4.000;17.000;0.011
4.000;18.000;0.002
4.000;19.000;0.005
4.000;20.000;0.005
4.000;21.000;0.005
4.000;22.000;0.006
4.000;23.000;0.002
4.000;24.000;0.007
4.000;25.000;0.003
4.000;26.000;0.009
4.000;27.000;0.003
4.000;28.000;0.002
4.000;29.000;0.004
4.000;30.000;0.015
4.000;31.000;0.002
4.000;32.000;0.003
4.000;33.000;0.005
4.000;34.000;0.002
4.000;35.000;0.002
4.000;36.000;0.003
4.000;37.000;0.002
4.000;38.000;0.002
4.000;39.000;0.006
4.000;40.000;0.004
4.000;41.000;0.002
4.000;42.000;0.005
4.000;43.000;0.002
4.000;44.000;0.003
4.000;45.000;0.003
4.000;46.000;0.002
4.000;47.000;0.001
4.000;48.000;0.001
4.000;49.000;0.001
4.000;50.000;0.005
4.000;51.000;0.002
4.000;52.000;0.001
4.000;53.000;0.002
4.000;54.000;0.001
4.000;55.000;0.002
4.000;56.000;0.001
4.000;57.000;0.007
4.000;58.000;0.002
4.000;59.000;0.004
4.000;60.000;0.004
4.000;61.000;0.002
4.000;62.000;0.001
4.000;63.000;0.002
4.000;64.000;0.003
4.000;65.000;0.002
4.000;66.000;0.002
4.000;67.000;0.003
4.000;68.000;0.002
4.000;69.000;0.002
4.000;70.000;0.001
4.000;71.000;0.002
4.000;72.000;0.002
4.000;73.000;0.002
4.000;74.000;0.002
4.000;75.000;0.015
4.000;76.000;0.001
4.000;77.000;0.002
4.000;78.000;0.002
4.000;79.000;0.002
4.000;80.000;0.003
4.000;81.000;0.002
4.000;82.000;0.002
4.000;83.000;0.002
4.000;84.000;0.002
4.000;85.000;0.004
4.000;86.000;0.001
4.000;87.000;0.002
4.000;88.000;0.002
4.000;89.000;0.002
4.000;90.000;0.004
4.000;91.000;0.001
4.000;92.000;0.001
4.000;93.000;0.005
4.000;94.000;0.004
4.000;95.000;0.002
4.000;96.000;0.002
4.000;97.000;0.003
4.000;98.000;0.002
4.000;99.000;0.002
4.000;100.000;0.001
4.000;101.000;0.001
4.000;102.000;0.007
4.000;103.000;0.006
4.000;104.000;0.003
4.000;105.000;0.001
4.000;106.000;0.002
4.000;107.000;0.003
4.000;108.000;0.001
4.000;109.000;0.002
4.000;110.000;0.001
4.000;111.000;0.001
4.000;112.000;0.002
4.000;113.000;0.001
4.000;114.000;0.001
4.000;115.000;0.001
4.000;116.000;0.002
4.000;117.000;0.001
4.000;118.000;0.002
4.000;119.000;0.003
4.000;120.000;0.001
4.000;121.000;0.002
4.000;122.000;0.001
4.000;123.000;0.001
4.000;124.000;0.001
4.000;125.000;0.001
4.000;126.000;0.002
4.000;127.000;0.003
4.000;128.000;0.001
4.000;129.000;0.002
4.000;130.000;0.002
4.000;131.000;0.001
4.000;132.000;0.001
4.000;133.000;0.008
4.000;134.000;0.001
4.000;135.000;0.001
4.000;136.000;0.001
4.000;137.000;0.002
4.000;138.000;0.001
4.000;139.000;0.001
4.000;140.000;0.002
4.000;141.000;0.001
4.000;142.000;0.005
4.000;143.000;0.001
4.000;144.000;0.003
4.000;145.000;0.002
4.000;146.000;0.001
5.000;0.000;0.001
5.000;1.000;0.001
5.000;2.000;0.002
5.000;3.000;0.001
5.000;4.000;0.003
5.000;5.000;0.001
5.000;6.000;0.001
5.000;7.000;0.006
5.000;8.000;0.001
5.000;9.000;0.003
5.000;10.000;0.001
5.000;11.000;0.001
5.000;12.000;0.002
5.000;13.000;0.002
5.000;14.000;0.001
5.000;15.000;0.001
5.000;16.000;0.002
5.000;17.000;0.002
5.000;18.000;0.001
5.000;19.000;0.001
5.000;20.000;0.002
5.000;21.000;0.001
5.000;22.000;0.007
5.000;23.000;0.001
5.000;24.000;0.002
5.000;25.000;0.003
5.000;26.000;0.002
5.000;27.000;0.006
5.000;28.000;0.002
5.000;29.000;0.003
5.000;30.000;0.002
5.000;31.000;0.002
5.000;32.000;0.002
5.000;33.000;0.002
5.000;34.000;0.002
5.000;35.000;0.003
5.000;36.000;0.002
5.000;37.000;0.001
5.000;38.000;0.001
5.000;39.000;0.001
5.000;40.000;0.002
5.000;41.000;0.001
5.000;42.000;0.002
5.000;43.000;0.002
5.000;44.000;0.001
5.000;45.000;0.001
5.000;46.000;0.003
5.000;47.000;0.001
5.000;48.000;0.001
5.000;49.000;0.001
5.000;50.000;0.002
5.000;51.000;0.002
5.000;52.000;0.001
5.000;53.000;0.001
5.000;54.000;0.001
5.000;55.000;0.002
5.000;56.000;0.001
5.000;57.000;0.001
5.000;58.000;0.002
5.000;59.000;0.001
5.000;60.000;0.001
5.000;61.000;0.001
5.000;62.000;0.001
5.000;63.000;0.002
5.000;64.000;0.001
5.000;65.000;0.001
5.000;66.000;0.002
5.000;67.000;0.005
5.000;68.000;0.003
5.000;69.000;0.010
5.000;70.000;0.001
5.000;71.000;0.006
5.000;72.000;0.002
5.000;73.000;0.005
5.000;74.000;0.003
5.000;75.000;0.001
5.000;76.000;0.004
5.000;77.000;0.002
5.000;78.000;0.002
5.000;79.000;0.002
5.000;80.000;0.001
5.000;81.000;0.001
5.000;82.000;0.004
5.000;83.000;0.001
5.000;84.000;0.003
5.000;85.000;0.001
5.000;86.000;0.002
5.000;87.000;0.002
5.000;88.000;0.001
5.000;89.000;0.001
5.000;90.000;0.001
5.000;91.000;0.001
5.000;92.000;0.002
5.000;93.000;0.002
5.000;94.000;0.001
5.000;95.000;0.001
5.000;96.000;0.001
5.000;97.000;0.002
5.000;98.000;0.002
5.000;99.000;0.001
5.000;100.000;0.002
5.000;101.000;0.001
5.000;102.000;0.002
5.000;103.000;0.002
5.000;104.000;0.001
5.000;105.000;0.001
5.000;106.000;0.001
5.000;107.000;0.002
5.000;108.000;0.001
5.000;109.000;0.001
5.000;110.000;0.001
5.000;111.000;0.002
5.000;112.000;0.001
5.000;113.000;0.002
5.000;114.000;0.001
5.000;115.000;0.001
5.000;116.000;0.001
5.000;117.000;0.004
5.000;118.000;0.001
5.000;119.000;0.001
5.000;120.000;0.001
5.000;121.000;0.002
5.000;122.000;0.001
5.000;123.000;0.001
5.000;124.000;0.002
5.000;125.000;0.002
5.000;126.000;0.001
5.000;127.000;0.001
5.000;128.000;0.001
5.000;129.000;0.001
5.000;130.000;0.001
5.000;131.000;0.002
5.000;132.000;0.002
5.000;133.000;0.001
5.000;134.000;0.001
5.000;135.000;0.002
5.000;136.000;0.001
5.000;137.000;0.001
5.000;138.000;0.001
5.000;139.000;0.001
5.000;140.000;0.001
5.000;141.000;0.002
5.000;142.000;0.001
5.000;143.000;0.001
5.000;144.000;0.001
5.000;145.000;0.001
5.000;146.000;0.002
